,clientes,predicción
16232,1105072,0
16233,1105078,0
16234,1105080,1
16235,1105082,0
16236,1105106,0
16237,1105108,0
16238,1105116,0
16239,1105122,0
16240,1105140,0
16241,1105142,0
16242,1105148,0
16243,1105154,1
16244,1105160,0
16245,1105166,1
16246,1105168,1
16247,1105172,0
16248,1105182,1
16249,1105198,1
16250,1105210,1
16251,1105224,1
16252,1105242,1
16253,1105244,1
16254,1105248,1
16255,1105262,1
16256,1105272,1
16257,1105278,1
16258,1105280,1
16259,1105294,1
16260,1105300,0
16261,1105310,1
16262,1105316,0
16263,1105342,1
16264,1105344,0
16265,1105348,0
16266,1105364,1
16267,1105376,0
16268,1105378,1
16269,1105382,0
16270,1105384,0
16271,1105400,0
16272,1105406,1
16273,1105408,0
16274,1105414,1
16275,1105418,0
16276,1105438,1
16277,1105444,0
16278,1105448,0
16279,1105456,0
16280,1105466,0
16281,1105470,1
16282,1105492,0
16283,1105514,0
16284,1105530,1
16285,1105538,0
16286,1105542,0
16287,1105550,1
16288,1105552,0
16289,1105568,0
16290,1105572,1
16291,1105594,0
16292,1105608,0
16293,1105612,0
16294,1105616,0
16295,1105624,1
16296,1105628,1
16297,1105634,1
16298,1105654,0
16299,1105660,1
16300,1105676,0
16301,1105678,0
16302,1105682,1
16303,1105688,0
16304,1105714,1
16305,1105718,0
16306,1105732,1
16307,1105738,0
16308,1105740,0
16309,1105746,1
16310,1105748,1
16311,1105760,0
16312,1105766,0
16313,1105768,0
16314,1105774,0
16315,1105788,0
16316,1105800,0
16317,1105808,0
16318,1105810,0
16319,1105828,0
16320,1105852,1
16321,1105860,1
16322,1105866,0
16323,1105878,1
16324,1105880,0
16325,1105888,1
16326,1105914,0
16327,1105946,0
16328,1105948,0
16329,1105952,1
16330,1105972,0
16331,1105996,0
16332,1106024,0
16333,1106036,0
16334,1106046,1
16335,1106052,1
16336,1106058,1
16337,1106064,0
16338,1106070,0
16339,1106074,0
16340,1106076,0
16341,1106088,0
16342,1106094,0
16343,1106102,0
16344,1106122,0
16345,1106130,1
16346,1106132,0
16347,1106154,0
16348,1106156,0
16349,1106160,1
16350,1106164,0
16351,1106166,0
16352,1106170,1
16353,1106174,0
16354,1106182,0
16355,1106184,1
16356,1106194,1
16357,1106204,0
16358,1106224,1
16359,1106244,0
16360,1106286,1
16361,1106302,0
16362,1106316,1
16363,1106324,1
16364,1106330,0
16365,1106346,0
16366,1106352,0
16367,1106362,1
16368,1106368,0
16369,1106376,1
16370,1106386,1
16371,1106402,0
16372,1106408,1
16373,1106414,1
16374,1106418,0
16375,1106428,1
16376,1106446,0
16377,1106450,0
16378,1106454,1
16379,1106458,1
16380,1106470,1
16381,1106474,0
16382,1106476,1
16383,1106484,1
16384,1106490,1
16385,1106496,1
16386,1106500,0
16387,1106518,1
16388,1106524,0
16389,1106528,1
16390,1106534,0
16391,1106538,0
16392,1106540,0
16393,1106542,1
16394,1106544,0
16395,1106550,0
16396,1106552,1
16397,1106570,0
16398,1106574,0
16399,1106576,0
16400,1106580,0
16401,1106586,1
16402,1106588,1
16403,1106592,0
16404,1106604,0
16405,1106608,0
16406,1106610,0
16407,1106616,1
16408,1106618,1
16409,1106634,0
16410,1106638,0
16411,1106670,1
16412,1106684,1
16413,1106696,0
16414,1106698,0
16415,1106710,0
16416,1106712,0
16417,1106714,0
16418,1106724,1
16419,1106728,1
16420,1106734,0
16421,1106752,1
16422,1106758,1
16423,1106764,1
16424,1106768,0
16425,1106770,0
16426,1106772,1
16427,1106794,0
16428,1106802,0
16429,1106804,0
16430,1106820,1
16431,1106838,0
16432,1106844,0
16433,1106868,1
16434,1106870,0
16435,1106896,1
16436,1106920,0
16437,1106932,1
16438,1106936,0
16439,1106954,1
16440,1106972,1
16441,1106980,1
16442,1106992,0
16443,1106994,1
16444,1106996,0
16445,1106998,0
16446,1107002,0
16447,1107006,0
16448,1107008,1
16449,1107010,0
16450,1107022,0
16451,1107040,0
16452,1107046,0
16453,1107056,0
16454,1107070,0
16455,1107078,1
16456,1107110,1
16457,1107114,1
16458,1107118,1
16459,1107136,0
16460,1107140,1
16461,1107164,1
16462,1107174,0
16463,1107184,1
16464,1107190,0
16465,1107200,0
16466,1107202,1
16467,1107206,0
16468,1107226,1
16469,1107228,0
16470,1107230,0
16471,1107252,0
16472,1107254,1
16473,1107262,0
16474,1107270,1
16475,1107274,1
16476,1107280,0
16477,1107282,0
16478,1107284,0
16479,1107294,0
16480,1107296,0
16481,1107302,1
16482,1107316,1
16483,1107344,0
16484,1107346,1
16485,1107352,0
16486,1107358,1
16487,1107378,0
16488,1107382,0
16489,1107394,0
16490,1107404,1
16491,1107416,1
16492,1107428,0
16493,1107432,0
16494,1107440,1
16495,1107444,1
16496,1107446,0
16497,1107448,0
16498,1107454,0
16499,1107460,0
16500,1107462,1
16501,1107464,0
16502,1107476,1
16503,1107480,1
16504,1107482,0
16505,1107484,0
16506,1107486,1
16507,1107488,0
16508,1107490,0
16509,1107502,0
16510,1107514,0
16511,1107520,0
16512,1107522,0
16513,1107528,1
16514,1107532,0
16515,1107534,1
16516,1107536,0
16517,1107538,1
16518,1107546,1
16519,1107550,0
16520,1107558,1
16521,1107570,0
16522,1107576,1
16523,1107582,0
16524,1107588,0
16525,1107616,0
16526,1107622,1
16527,1107630,0
16528,1107632,0
16529,1107636,0
16530,1107642,0
16531,1107654,1
16532,1107674,0
16533,1107676,1
16534,1107684,0
16535,1107686,0
16536,1107722,1
16537,1107726,0
16538,1107730,1
16539,1107734,1
16540,1107736,0
16541,1107744,1
16542,1107748,1
16543,1107768,1
16544,1107782,0
16545,1107786,1
16546,1107794,1
16547,1107808,0
16548,1107814,1
16549,1107816,1
16550,1107830,0
16551,1107834,0
16552,1107846,1
16553,1107886,0
16554,1107896,0
16555,1107900,0
16556,1107906,0
16557,1107918,1
16558,1107924,1
16559,1107936,1
16560,1107952,1
16561,1107954,0
16562,1107988,0
16563,1107990,0
16564,1107992,0
16565,1107998,1
16566,1108010,1
16567,1108012,0
16568,1108014,1
16569,1108028,0
16570,1108034,1
16571,1108040,0
16572,1108050,0
16573,1108062,0
16574,1108072,0
16575,1108074,1
16576,1108084,1
16577,1108098,0
16578,1108110,0
16579,1108112,1
16580,1108128,0
16581,1108132,1
16582,1108138,1
16583,1108146,0
16584,1108156,0
16585,1108158,0
16586,1108162,0
16587,1108164,0
16588,1108166,1
16589,1108194,1
16590,1108206,1
16591,1108216,0
16592,1108222,1
16593,1108226,1
16594,1108236,1
16595,1108244,0
16596,1108250,1
16597,1108254,0
16598,1108256,1
16599,1108258,0
16600,1108262,0
16601,1108268,0
16602,1108274,0
16603,1108276,0
16604,1108282,0
16605,1108284,0
16606,1108290,1
16607,1108292,1
16608,1108300,0
16609,1108330,0
16610,1108338,1
16611,1108368,0
16612,1108386,1
16613,1108388,1
16614,1108400,0
16615,1108406,0
16616,1108412,1
16617,1108460,1
16618,1108468,0
16619,1108482,1
16620,1108496,1
16621,1108508,1
16622,1108520,0
16623,1108528,0
16624,1108536,1
16625,1108540,1
16626,1108542,0
16627,1108544,1
16628,1108552,0
16629,1108556,0
16630,1108572,0
16631,1108580,0
16632,1108588,1
16633,1108592,1
16634,1108594,1
16635,1108596,0
16636,1108600,0
16637,1108606,1
16638,1108612,0
16639,1108614,0
16640,1108618,0
16641,1108624,1
16642,1108626,0
16643,1108628,0
16644,1108636,0
16645,1108640,0
16646,1108648,1
16647,1108652,1
16648,1108658,1
16649,1108662,0
16650,1108678,0
16651,1108688,0
16652,1108734,0
16653,1108742,1
16654,1108760,1
16655,1108780,1
16656,1108782,1
16657,1108788,0
16658,1108810,0
16659,1108812,0
16660,1108814,0
16661,1108840,1
16662,1108850,0
16663,1108854,0
16664,1108862,0
16665,1108864,1
16666,1108870,0
16667,1108898,0
16668,1108900,0
16669,1108920,1
16670,1108926,0
16671,1108964,0
16672,1108970,1
16673,1108986,1
16674,1108988,1
16675,1109008,0
16676,1109018,0
16677,1109024,1
16678,1109038,0
16679,1109044,1
16680,1109072,0
16681,1109080,0
16682,1109090,1
16683,1109096,1
16684,1109098,1
16685,1109100,0
16686,1109108,0
16687,1109116,1
16688,1109118,0
16689,1109122,1
16690,1109124,1
16691,1109138,1
16692,1109140,1
16693,1109142,0
16694,1109144,0
16695,1109146,0
16696,1109160,1
16697,1109166,1
16698,1109170,1
16699,1109172,0
16700,1109174,1
16701,1109176,1
16702,1109186,0
16703,1109188,1
16704,1109190,1
16705,1109200,0
16706,1109202,1
16707,1109218,0
16708,1109222,0
16709,1109226,1
16710,1109230,0
16711,1109236,0
16712,1109264,1
16713,1109270,0
16714,1109274,1
16715,1109276,1
16716,1109282,1
16717,1109286,1
16718,1109296,1
16719,1109298,1
16720,1109300,1
16721,1109306,0
16722,1109370,0
16723,1109384,1
16724,1109398,1
16725,1109420,1
16726,1109438,1
16727,1109500,0
16728,1109530,1
16729,1109548,0
16730,1109558,0
16731,1109564,0
16732,1109566,0
16733,1109570,0
16734,1109574,0
16735,1109584,1
16736,1109614,0
16737,1109628,0
16738,1109632,1
16739,1109648,0
16740,1109660,0
16741,1109662,0
16742,1109676,0
16743,1109682,0
16744,1109696,1
16745,1109722,1
16746,1109726,0
16747,1109746,0
16748,1109752,1
16749,1109756,0
16750,1109764,0
16751,1109774,1
16752,1109782,1
16753,1109784,1
16754,1109804,0
16755,1109808,1
16756,1109830,1
16757,1109842,1
16758,1109844,1
16759,1109852,0
16760,1109860,0
16761,1109866,0
16762,1109880,0
16763,1109886,0
16764,1109894,0
16765,1109896,1
16766,1109904,1
16767,1109906,0
16768,1109920,1
16769,1109924,1
16770,1109926,1
16771,1109930,1
16772,1109934,0
16773,1109936,1
16774,1109956,1
16775,1109962,1
16776,1109980,1
16777,1109988,0
16778,1109994,0
16779,1110010,0
16780,1110012,0
16781,1110018,0
16782,1110024,0
16783,1110040,1
16784,1110048,0
16785,1110050,0
16786,1110052,1
16787,1110054,1
16788,1110058,0
16789,1110072,1
16790,1110074,0
16791,1110100,0
16792,1110110,1
16793,1110140,1
16794,1110168,0
16795,1110196,0
16796,1110198,0
16797,1110226,0
16798,1110230,0
16799,1110248,0
16800,1110252,1
16801,1110254,1
16802,1110292,0
16803,1110302,1
16804,1110304,1
16805,1110306,0
16806,1110308,1
16807,1110312,0
16808,1110316,0
16809,1110324,0
16810,1110338,0
16811,1110340,1
16812,1110356,1
16813,1110360,1
16814,1110384,1
16815,1110390,0
16816,1110392,1
16817,1110404,0
16818,1110416,1
16819,1110420,1
16820,1110422,1
16821,1110448,1
16822,1110456,1
16823,1110470,0
16824,1110478,0
16825,1110480,0
16826,1110482,0
16827,1110490,0
16828,1110500,0
16829,1110508,0
16830,1110514,0
16831,1110520,0
16832,1110524,1
16833,1110528,1
16834,1110600,0
16835,1110604,0
16836,1110608,0
16837,1110614,0
16838,1110620,0
16839,1110638,1
16840,1110640,1
16841,1110654,0
16842,1110658,1
16843,1110672,1
16844,1110674,0
16845,1110682,1
16846,1110686,0
16847,1110688,0
16848,1110696,1
16849,1110698,0
16850,1110704,1
16851,1110706,0
16852,1110710,1
16853,1110714,1
16854,1110716,1
16855,1110718,0
16856,1110724,0
16857,1110726,1
16858,1110728,0
16859,1110736,0
16860,1110740,1
16861,1110742,0
16862,1110754,0
16863,1110760,1
16864,1110762,0
16865,1110766,0
16866,1110768,0
16867,1110772,1
16868,1110778,1
16869,1110788,0
16870,1110790,0
16871,1110794,1
16872,1110802,1
16873,1110810,1
16874,1110812,1
16875,1110822,0
16876,1110826,1
16877,1110828,0
16878,1110844,0
16879,1110848,0
16880,1110850,1
16881,1110852,0
16882,1110854,0
16883,1110860,0
16884,1110862,0
16885,1110868,0
16886,1110876,0
16887,1110880,1
16888,1110886,0
16889,1110888,0
16890,1110898,0
16891,1110920,0
16892,1110924,1
16893,1110926,0
16894,1110930,1
16895,1110966,0
16896,1110976,0
16897,1110984,1
16898,1110986,0
16899,1110988,0
16900,1111002,1
16901,1111006,0
16902,1111016,0
16903,1111022,0
16904,1111046,1
16905,1111048,1
16906,1111070,1
16907,1111072,1
16908,1111074,0
16909,1111076,0
16910,1111080,0
16911,1111094,1
16912,1111116,1
16913,1111152,0
16914,1111156,0
16915,1111170,0
16916,1111176,0
16917,1111182,0
16918,1111196,0
16919,1111200,0
16920,1111202,0
16921,1111208,0
16922,1111210,0
16923,1111214,1
16924,1111240,0
16925,1111242,0
16926,1111264,0
16927,1111274,0
16928,1111282,1
16929,1111284,0
16930,1111288,0
16931,1111302,1
16932,1111304,0
16933,1111312,0
16934,1111314,0
16935,1111332,1
16936,1111352,1
16937,1111356,1
16938,1111366,1
16939,1111380,0
16940,1111382,0
16941,1111408,0
16942,1111410,1
16943,1111412,1
16944,1111422,0
16945,1111426,0
16946,1111428,0
16947,1111430,1
16948,1111434,0
16949,1111448,0
16950,1111454,0
16951,1111462,1
16952,1111470,1
16953,1111472,0
16954,1111474,1
16955,1111482,1
16956,1111484,1
16957,1111512,1
16958,1111514,0
16959,1111524,1
16960,1111526,1
16961,1111528,0
16962,1111534,0
16963,1111536,0
16964,1111538,0
16965,1111540,0
16966,1111544,1
16967,1111548,0
16968,1111554,1
16969,1111556,0
16970,1111558,0
16971,1111560,1
16972,1111562,0
16973,1111570,1
16974,1111572,1
16975,1111580,0
16976,1111586,0
16977,1111590,1
16978,1111598,1
16979,1111602,0
16980,1111606,0
16981,1111610,1
16982,1111612,1
16983,1111626,1
16984,1111628,0
16985,1111632,0
16986,1111642,1
16987,1111646,0
16988,1111658,0
16989,1111666,0
16990,1111672,0
16991,1111674,0
16992,1111686,0
16993,1111688,0
16994,1111690,1
16995,1111692,1
16996,1111694,0
16997,1111700,0
16998,1111716,0
16999,1111722,0
17000,1111724,1
17001,1111740,1
17002,1111748,0
17003,1111760,1
17004,1111772,1
17005,1111780,0
17006,1111782,0
17007,1111788,0
17008,1111790,0
17009,1111796,0
17010,1111798,0
17011,1111800,1
17012,1111802,0
17013,1111816,0
17014,1111832,0
17015,1111858,1
17016,1111906,0
17017,1111918,0
17018,1111934,0
17019,1111944,0
17020,1111946,0
17021,1111956,0
17022,1111962,0
17023,1111964,1
17024,1111972,1
17025,1111978,0
17026,1111994,0
17027,1112012,1
17028,1112020,0
17029,1112022,0
17030,1112038,1
17031,1112046,0
17032,1112048,1
17033,1112054,0
17034,1112062,0
17035,1112064,0
17036,1112070,0
17037,1112102,1
17038,1112108,1
17039,1112120,0
17040,1112124,1
17041,1112126,0
17042,1112130,0
17043,1112162,0
17044,1112172,1
17045,1112206,0
17046,1112252,1
17047,1112274,0
17048,1112276,0
17049,1112290,1
17050,1112292,0
17051,1112316,0
17052,1112322,0
17053,1112326,0
17054,1112328,0
17055,1112334,1
17056,1112336,1
17057,1112338,1
17058,1112350,0
17059,1112356,0
17060,1112358,1
17061,1112362,1
17062,1112368,1
17063,1112380,1
17064,1112382,0
17065,1112390,0
17066,1112394,0
17067,1112398,1
17068,1112406,0
17069,1112418,0
17070,1112450,0
17071,1112454,0
17072,1112460,1
17073,1112462,1
17074,1112468,1
17075,1112474,1
17076,1112478,0
17077,1112482,0
17078,1112486,0
17079,1112504,1
17080,1112518,0
17081,1112548,1
17082,1112550,1
17083,1112554,1
17084,1112568,1
17085,1112570,0
17086,1112576,0
17087,1112578,0
17088,1112590,0
17089,1112614,0
17090,1112620,1
17091,1112630,1
17092,1112632,1
17093,1112638,0
17094,1112646,0
17095,1112656,0
17096,1112672,1
17097,1112678,1
17098,1112684,1
17099,1112690,1
17100,1112694,1
17101,1112696,0
17102,1112704,0
17103,1112710,0
17104,1112712,0
17105,1112714,0
17106,1112716,0
17107,1112720,0
17108,1112722,0
17109,1112724,1
17110,1112738,0
17111,1112740,0
17112,1112744,0
17113,1112754,0
17114,1112756,1
17115,1112758,1
17116,1112762,1
17117,1112770,1
17118,1112776,0
17119,1112782,0
17120,1112788,1
17121,1112790,1
17122,1112796,0
17123,1112800,0
17124,1112804,0
17125,1112806,1
17126,1112816,0
17127,1112822,0
17128,1112840,1
17129,1112842,1
17130,1112848,0
17131,1112852,1
17132,1112858,0
17133,1112880,1
17134,1112896,0
17135,1112904,0
17136,1112918,1
17137,1112922,0
17138,1112936,1
17139,1112938,0
17140,1112944,1
17141,1112952,0
17142,1112960,0
17143,1112968,1
17144,1112980,0
17145,1112982,0
17146,1112998,0
17147,1113010,1
17148,1113024,0
17149,1113026,0
17150,1113032,1
17151,1113034,0
17152,1113038,0
17153,1113054,1
17154,1113078,0
17155,1113098,0
17156,1113104,0
17157,1113120,0
17158,1113158,1
17159,1113170,1
17160,1113224,0
17161,1113238,0
17162,1113250,0
17163,1113256,0
17164,1113260,0
17165,1113262,1
17166,1113274,1
17167,1113276,0
17168,1113296,1
17169,1113306,1
17170,1113316,1
17171,1113318,0
17172,1113328,0
17173,1113332,0
17174,1113338,0
17175,1113348,0
17176,1113352,0
17177,1113366,1
17178,1113378,0
17179,1113380,0
17180,1113390,0
17181,1113394,1
17182,1113396,0
17183,1113400,0
17184,1113402,1
17185,1113404,0
17186,1113410,0
17187,1113412,1
17188,1113420,1
17189,1113424,0
17190,1113438,0
17191,1113440,1
17192,1113448,1
17193,1113458,0
17194,1113462,0
17195,1113466,1
17196,1113502,0
17197,1113514,0
17198,1113550,0
17199,1113560,1
17200,1113568,1
17201,1113570,0
17202,1113578,0
17203,1113580,0
17204,1113614,0
17205,1113642,1
17206,1113680,0
17207,1113682,1
17208,1113696,1
17209,1113712,1
17210,1113718,0
17211,1113728,0
17212,1113730,0
17213,1113736,1
17214,1113760,1
17215,1113764,1
17216,1113772,0
17217,1113774,0
17218,1113788,0
17219,1113790,1
17220,1113796,0
17221,1113798,0
17222,1113800,1
17223,1113806,1
17224,1113808,1
17225,1113818,0
17226,1113824,1
17227,1113830,1
17228,1113832,1
17229,1113836,1
17230,1113840,0
17231,1113856,0
17232,1113858,1
17233,1113866,1
17234,1113868,1
17235,1113874,0
17236,1113876,0
17237,1113890,0
17238,1113902,0
17239,1113912,0
17240,1113914,1
17241,1113926,1
17242,1113928,0
17243,1113930,0
17244,1113940,0
17245,1113942,0
17246,1113952,1
17247,1113954,1
17248,1113958,0
17249,1113964,1
17250,1113976,1
17251,1113984,0
17252,1113992,0
17253,1114002,1
17254,1114006,0
17255,1114014,1
17256,1114020,1
17257,1114026,0
17258,1114036,0
17259,1114058,0
17260,1114062,1
17261,1114068,0
17262,1114070,0
17263,1114072,0
17264,1114082,0
17265,1114090,0
17266,1114096,0
17267,1114102,1
17268,1114110,0
17269,1114112,0
17270,1114114,0
17271,1114118,0
17272,1114132,1
17273,1114134,0
17274,1114140,0
17275,1114142,1
17276,1114148,1
17277,1114156,0
17278,1114176,1
17279,1114180,1
17280,1114188,0
17281,1114192,1
17282,1114194,0
17283,1114196,1
17284,1114198,0
17285,1114202,0
17286,1114212,0
17287,1114220,1
17288,1114230,0
17289,1114240,0
17290,1114250,0
17291,1114262,0
17292,1114272,0
17293,1114280,0
17294,1114300,0
17295,1114304,1
17296,1114308,1
17297,1114312,0
17298,1114316,0
17299,1114322,1
17300,1114328,0
17301,1114344,0
17302,1114360,1
17303,1114368,0
17304,1114378,0
17305,1114382,1
17306,1114398,0
17307,1114400,0
17308,1114404,0
17309,1114414,0
17310,1114422,0
17311,1114430,0
17312,1114436,0
17313,1114454,0
17314,1114468,0
17315,1114478,0
17316,1114484,0
17317,1114514,0
17318,1114544,0
17319,1114546,1
17320,1114562,1
17321,1114568,0
17322,1114570,1
17323,1114572,0
17324,1114576,0
17325,1114580,1
17326,1114582,0
17327,1114586,0
17328,1114596,1
17329,1114598,0
17330,1114608,1
17331,1114640,0
17332,1114648,0
17333,1114656,1
17334,1114668,0
17335,1114676,0
17336,1114680,1
17337,1114700,0
17338,1114706,0
17339,1114708,0
17340,1114712,0
17341,1114738,0
17342,1114740,0
17343,1114744,0
17344,1114746,1
17345,1114750,0
17346,1114754,0
17347,1114764,0
17348,1114780,0
17349,1114786,0
17350,1114804,0
17351,1114812,0
17352,1114818,0
17353,1114822,0
17354,1114842,0
17355,1114870,0
17356,1114874,0
17357,1114882,0
17358,1114908,1
17359,1114916,0
17360,1114946,1
17361,1114948,1
17362,1114958,1
17363,1114960,0
17364,1114962,1
17365,1115002,1
17366,1115008,0
17367,1115010,1
17368,1115012,1
17369,1115104,1
17370,1115110,0
17371,1115118,1
17372,1115120,1
17373,1115122,1
17374,1115124,1
17375,1115128,1
17376,1115136,0
17377,1115138,0
17378,1115156,1
17379,1115170,0
17380,1115174,1
17381,1115182,1
17382,1115202,0
17383,1115216,0
17384,1115238,1
17385,1115240,0
17386,1115242,1
17387,1115244,0
17388,1115250,1
17389,1115254,0
17390,1115266,0
17391,1115286,1
17392,1115288,0
17393,1115292,1
17394,1115306,0
17395,1115310,1
17396,1115312,0
17397,1115324,0
17398,1115332,0
17399,1115334,0
17400,1115344,0
17401,1115352,0
17402,1115356,1
17403,1115358,0
17404,1115362,1
17405,1115372,1
17406,1115384,0
17407,1115424,0
17408,1115460,0
17409,1115492,0
17410,1115502,0
17411,1115524,1
17412,1115546,0
17413,1115550,0
17414,1115588,1
17415,1115618,0
17416,1115630,1
17417,1115636,0
17418,1115638,0
17419,1115640,1
17420,1115652,0
17421,1115662,0
17422,1115664,1
17423,1115676,1
17424,1115682,0
17425,1115716,1
17426,1115722,1
17427,1115730,0
17428,1115756,0
17429,1115766,0
17430,1115776,0
17431,1115780,1
17432,1115802,1
17433,1115818,1
17434,1115820,0
17435,1115828,0
17436,1115852,1
17437,1115878,0
17438,1115888,0
17439,1115890,0
17440,1115894,1
17441,1115910,0
17442,1115914,1
17443,1115918,0
17444,1115922,1
17445,1115924,0
17446,1115930,0
17447,1115942,1
17448,1115946,1
17449,1115950,1
17450,1115958,0
17451,1115960,0
17452,1115972,1
17453,1115976,0
17454,1115982,0
17455,1115984,1
17456,1115990,0
17457,1116000,0
17458,1116014,1
17459,1116022,0
17460,1116026,0
17461,1116046,1
17462,1116050,0
17463,1116054,0
17464,1116064,1
17465,1116086,0
17466,1116096,0
17467,1116140,0
17468,1116150,1
17469,1116156,0
17470,1116186,1
17471,1116190,0
17472,1116194,1
17473,1116198,0
17474,1116204,0
17475,1116208,0
17476,1116214,1
17477,1116232,1
17478,1116242,1
17479,1116254,1
17480,1116282,1
17481,1116284,0
17482,1116294,1
17483,1116304,1
17484,1116310,1
17485,1116314,0
17486,1116334,0
17487,1116366,1
17488,1116370,0
17489,1116378,1
17490,1116406,0
17491,1116436,0
17492,1116440,1
17493,1116444,1
17494,1116450,1
17495,1116456,0
17496,1116468,0
17497,1116546,0
17498,1116548,1
17499,1116552,1
17500,1116578,0
17501,1116590,1
17502,1116602,1
17503,1116618,1
17504,1116622,1
17505,1116628,0
17506,1116664,0
17507,1116688,0
17508,1116694,1
17509,1116696,1
17510,1116700,0
17511,1116704,0
17512,1116714,1
17513,1116728,1
17514,1116792,0
17515,1116806,1
17516,1116808,1
17517,1116824,0
17518,1116830,0
17519,1116842,0
17520,1116844,1
17521,1116846,0
17522,1116848,0
17523,1116850,0
17524,1116860,0
17525,1116870,1
17526,1116882,1
17527,1116888,0
17528,1117178,0
17529,1117282,0
17530,1117312,1
17531,1117706,1
17532,1117724,0
17533,1117728,1
17534,1117742,0
17535,1117744,1
17536,1117778,1
17537,1117834,1
17538,1117838,1
17539,1117862,1
17540,1117890,0
17541,1117914,0
17542,1117948,0
17543,1117960,1
17544,1117962,0
17545,1117988,1
17546,1118000,0
17547,1118006,1
17548,1118012,0
17549,1118022,0
17550,1118038,1
17551,1118048,0
17552,1118056,0
17553,1118058,1
17554,1118090,1
17555,1118100,0
17556,1118112,0
17557,1118158,1
17558,1118252,1
17559,1118380,1
17560,1118390,0
17561,1118420,0
17562,1118426,0
17563,1118478,0
17564,1118490,0
17565,1118496,1
17566,1118506,0
17567,1118508,1
17568,1118512,0
17569,1118532,0
17570,1118550,0
17571,1118562,0
17572,1118582,1
17573,1118618,1
17574,1118642,1
17575,1118646,0
17576,1118654,1
17577,1118688,1
17578,1118704,0
17579,1118716,0
17580,1118768,0
17581,1118778,0
17582,1118786,0
17583,1118838,1
17584,1118858,0
17585,1118912,1
17586,1118920,0
17587,1118928,0
17588,1118930,1
17589,1118938,1
17590,1118972,0
17591,1118978,0
17592,1118984,0
17593,1119000,0
17594,1119032,0
17595,1119058,0
17596,1119064,1
17597,1119150,1
17598,1119166,1
17599,1119208,1
17600,1119234,1
17601,1119254,0
17602,1119382,0
17603,1119482,0
17604,1119546,1
17605,1119588,0
17606,1119660,1
17607,1119738,1
17608,1119744,1
17609,1119748,0
17610,1119752,1
17611,1119770,0
17612,1119774,1
17613,1119776,0
17614,1119778,1
17615,1119780,1
17616,1119790,0
17617,1119794,1
17618,1119796,0
17619,1119874,1
17620,1119878,1
17621,1119904,0
17622,1119906,1
17623,1119942,1
17624,1119948,0
17625,1119958,1
17626,1119970,1
17627,1119986,1
17628,1120008,1
17629,1120022,1
17630,1120030,0
17631,1120042,1
17632,1120044,0
17633,1120048,0
17634,1120054,0
17635,1120062,1
17636,1120086,0
17637,1120102,1
17638,1120114,0
17639,1120120,0
17640,1120124,1
17641,1120128,0
17642,1120196,1
17643,1120328,0
17644,1120358,1
17645,1120374,1
17646,1120382,0
17647,1120392,0
17648,1120402,1
17649,1120412,0
17650,1120428,1
17651,1120476,1
17652,1120480,0
17653,1120570,0
17654,1120572,1
17655,1120598,0
17656,1120716,0
17657,1120720,1
17658,1120730,1
17659,1120732,1
17660,1120740,1
17661,1120746,1
17662,1120762,0
17663,1120776,0
17664,1120788,1
17665,1120826,0
17666,1120868,1
17667,1120878,0
17668,1120922,0
17669,1120928,0
17670,1120936,1
17671,1120962,0
17672,1120972,0
17673,1121006,0
17674,1121012,1
17675,1121020,1
17676,1121050,0
17677,1121060,1
17678,1121068,1
17679,1121072,0
17680,1121074,1
17681,1121078,0
17682,1121090,0
17683,1121096,0
17684,1121116,0
17685,1121120,0
17686,1121144,1
17687,1121158,0
17688,1121162,0
17689,1121194,0
17690,1121198,0
17691,1121206,0
17692,1121256,1
17693,1121262,1
17694,1121288,1
17695,1121322,0
17696,1121328,0
17697,1121332,0
17698,1121384,1
17699,1121398,1
17700,1121416,0
17701,1121430,0
17702,1121434,0
17703,1121442,0
17704,1121458,1
17705,1121486,1
17706,1121504,1
17707,1121512,0
17708,1121534,0
17709,1121556,0
17710,1121562,0
17711,1121564,0
17712,1121574,0
17713,1121604,1
17714,1121660,0
17715,1121672,1
17716,1121694,0
17717,1121728,1
17718,1121806,0
17719,1121826,0
17720,1121828,1
17721,1121848,1
17722,1121876,0
17723,1121892,1
17724,1121952,1
17725,1121970,1
17726,1121986,0
17727,1122030,0
17728,1122040,0
17729,1122070,0
17730,1122082,1
17731,1122084,0
17732,1122092,0
17733,1122102,0
17734,1122104,0
17735,1122114,1
17736,1122276,1
17737,1122308,0
17738,1122344,0
17739,1122380,0
17740,1122418,0
17741,1122482,1
17742,1122488,1
17743,1122516,1
17744,1122540,1
17745,1122546,0
17746,1122548,0
17747,1122550,0
17748,1122594,0
17749,1122598,0
17750,1122608,1
17751,1122628,0
17752,1122636,0
17753,1122644,0
17754,1122658,0
17755,1122688,0
17756,1122690,1
17757,1122694,0
17758,1122804,1
17759,1122808,0
17760,1122816,1
17761,1122820,0
17762,1122822,0
17763,1122844,0
17764,1122904,0
17765,1122932,0
17766,1122934,1
17767,1122936,1
17768,1122942,1
17769,1122946,1
17770,1122974,1
17771,1122990,0
17772,1122998,1
17773,1123122,1
17774,1123140,0
17775,1123168,1
17776,1123180,0
17777,1123210,0
17778,1123274,1
17779,1123282,1
17780,1123294,1
17781,1123300,1
17782,1123336,0
17783,1123358,1
17784,1123368,1
17785,1123404,0
